time,E,I,C,delta_phi
155.8400,1.045533,4.872979,0.566585,296.490225
155.8600,1.042567,4.877693,0.584006,294.397342
155.8800,1.042792,4.878187,0.584968,294.584108
155.9000,1.043178,4.877548,0.583954,294.855001
155.9200,1.035414,4.880971,0.583448,289.135177
155.9400,1.035277,4.888049,0.571637,289.274220
155.9600,1.034424,4.884847,0.570813,288.530340
155.9800,1.025347,4.904365,0.578212,282.489169
156.0000,1.017897,4.908610,0.578035,277.222092
156.0200,1.019642,4.907478,0.584632,278.442935
156.0400,1.013746,4.892724,0.594643,273.700144
156.0600,1.013981,4.886995,0.593966,273.674491
156.0800,1.013892,4.886959,0.596467,273.609535
156.1000,1.014404,4.892271,0.598279,274.155367
156.1200,1.023965,4.889299,0.583632,280.968793
156.1400,1.039351,4.886454,0.596296,292.266473
156.1600,1.039852,4.888003,0.576596,292.698265
156.1800,1.037825,4.888998,0.576603,291.209915
156.2000,1.037690,4.889268,0.575989,291.118616
156.2200,1.040126,4.891713,0.568259,293.031642
156.2400,1.040086,4.891310,0.567979,292.987625
156.2600,1.036174,4.892774,0.568638,290.103814
156.2800,1.037222,4.894053,0.570097,290.930848
156.3000,1.051425,4.898804,0.585805,301.864333
156.3200,1.049377,4.904947,0.578984,300.502570
156.3400,1.052641,4.914279,0.579120,303.326348
156.3600,1.055302,4.920182,0.580246,305.582163
156.3800,1.054425,4.921353,0.574808,304.944717
156.4000,1.054539,4.920807,0.586078,305.012591
156.4200,1.056012,4.921945,0.588789,306.190763
156.4400,1.061971,4.925194,0.591027,310.946644
156.4600,1.062075,4.925177,0.590732,311.027778
156.4800,1.059569,4.919731,0.586815,308.883217
156.5000,1.059860,4.920951,0.601293,309.149327
156.5200,1.059892,4.923810,0.595489,309.272365
156.5400,1.066506,4.921237,0.593453,314.380687
156.5600,1.066657,4.916532,0.605424,314.337942
156.5800,1.064336,4.920186,0.610704,312.631003
156.6000,1.071753,4.914138,0.608338,318.303199
156.6200,1.056126,4.914945,0.598697,306.039904
156.6400,1.061163,4.908162,0.583866,309.735666
156.6600,1.060774,4.908766,0.596810,309.450080
156.6800,1.060070,4.908500,0.595677,308.890942
156.7000,1.061920,4.907548,0.605869,310.304325
156.7200,1.066362,4.900578,0.609026,313.563014
156.7400,1.072285,4.902432,0.622101,318.328787
156.7600,1.074410,4.901665,0.621792,320.002290
156.7800,1.073435,4.898667,0.607513,319.122063
156.8000,1.080901,4.903220,0.621176,325.287691
156.8200,1.078239,4.909715,0.612016,323.356568
156.8400,1.083856,4.913251,0.606731,328.031890
156.8600,1.090585,4.913282,0.614611,333.547895
156.8800,1.093165,4.905106,0.614867,335.402346
156.9000,1.103720,4.905947,0.620094,344.250684
156.9200,1.103074,4.905458,0.635807,343.686810
156.9400,1.103893,4.906059,0.624485,344.399838
156.9600,1.105647,4.897112,0.625174,345.577321
156.9800,1.101551,4.893315,0.628313,341.995389
157.0000,1.107160,4.891677,0.613639,346.677283
157.0200,1.110964,4.881360,0.644177,349.560337
157.0400,1.121555,4.867611,0.630936,358.218489
157.0600,1.137062,4.863305,0.634261,371.712470
157.0800,1.139089,4.863117,0.649253,373.511886
157.1000,1.140049,4.865038,0.648831,374.435072
157.1200,1.142690,4.873712,0.653201,377.095141
157.1400,1.135598,4.878505,0.649627,370.920142
157.1600,1.138635,4.880072,0.650721,373.677178
157.1800,1.137488,4.863352,0.647019,372.091608
157.2000,1.138455,4.863270,0.630629,372.954292
157.2200,1.134914,4.852950,0.649188,369.453160
157.2400,1.139313,4.851903,0.643577,373.336827
157.2600,1.146885,4.853168,0.641948,380.188538
157.2800,1.149408,4.843948,0.631055,382.167588
157.3000,1.150552,4.843839,0.646392,383.201608
157.3200,1.150659,4.842051,0.645193,383.239315
157.3400,1.149036,4.832107,0.637038,381.433755
157.3600,1.149421,4.831818,0.645483,381.772360
157.3800,1.151364,4.834482,0.640944,383.629332
157.4000,1.153802,4.834696,0.643772,385.860526
157.4200,1.154226,4.844755,0.634079,386.586823
157.4400,1.158307,4.842920,0.643098,390.269568
157.4600,1.158139,4.842541,0.643486,390.102420
157.4800,1.157674,4.859809,0.639509,390.253563
157.5000,1.160461,4.869036,0.639428,393.133674
157.5200,1.163688,4.871591,0.639862,396.208769
157.5400,1.161463,4.894886,0.639829,394.932007
157.5600,1.147279,4.890547,0.640874,381.803680
157.5800,1.149577,4.892231,0.640278,383.944829
157.6000,1.153168,4.894874,0.641071,387.305567
157.6200,1.160691,4.899481,0.641136,394.374182
157.6400,1.159394,4.899953,0.639596,393.192636
157.6600,1.154236,4.900132,0.618174,388.462924
157.6800,1.155469,4.908922,0.621821,389.889815
157.7000,1.162670,4.910293,0.604309,396.577738
157.7200,1.161422,4.913702,0.607480,395.537540
157.7400,1.165248,4.915774,0.600409,399.158829
157.7600,1.164435,4.919520,0.589544,398.532455
157.7800,1.164490,4.920047,0.600427,398.599609
157.8000,1.171707,4.921177,0.598205,405.384610
157.8200,1.175412,4.919200,0.602566,408.808689
157.8400,1.168160,4.926389,0.590423,402.237829
157.8600,1.179513,4.928422,0.590279,413.013096
157.8800,1.179941,4.928014,0.590017,413.406258
157.9000,1.184135,4.924681,0.588081,417.296265
157.9200,1.186832,4.916499,0.591329,419.604966
157.9400,1.192492,4.922863,0.587761,425.287004
157.9600,1.181545,4.920925,0.585608,414.693419
157.9800,1.180854,4.921535,0.587905,414.055299
158.0000,1.177732,4.923140,0.586970,411.141533
158.0200,1.181656,4.924114,0.583032,414.908665
158.0400,1.181412,4.925369,0.581434,414.718645
158.0600,1.181983,4.925351,0.586790,415.262091
158.0800,1.184127,4.921446,0.585209,417.178900
158.1000,1.184174,4.921427,0.584738,417.223480
158.1200,1.184897,4.921673,0.587414,417.923836
158.1400,1.183309,4.920416,0.569653,416.363621
158.1600,1.174580,4.923606,0.579684,408.176119
158.1800,1.168419,4.918258,0.577093,402.205537
158.2000,1.168343,4.919592,0.563178,402.181676
158.2200,1.168351,4.921884,0.575335,402.265555
158.2400,1.168034,4.922598,0.572247,401.993776
158.2600,1.166283,4.926937,0.567784,400.508090
158.2800,1.167060,4.926759,0.568117,401.227046
158.3000,1.175150,4.936099,0.550331,409.144711
158.3200,1.161811,4.930948,0.552379,396.492972
158.3400,1.159345,4.928546,0.551187,394.132098
158.3600,1.152455,4.937038,0.561584,388.099087
158.3800,1.152394,4.936436,0.560854,388.023570
158.4000,1.160863,4.932973,0.557158,395.683992
158.4200,1.155099,4.934048,0.557667,390.415257
158.4400,1.165191,4.926488,0.562210,399.476664
158.4600,1.165094,4.925733,0.558830,399.361045
158.4800,1.162455,4.927310,0.567045,396.962857
158.5000,1.169527,4.926166,0.567949,403.513705
158.5200,1.169484,4.924215,0.575391,403.405333
158.5400,1.169709,4.924012,0.568980,403.609924
158.5600,1.161456,4.927582,0.578229,396.045611
158.5800,1.190403,4.927654,0.571126,423.430212
158.6000,1.187218,4.923432,0.564757,420.215821
158.6200,1.187443,4.923852,0.576391,420.445264
158.6400,1.187232,4.924189,0.575041,420.253742
158.6600,1.184777,4.924265,0.561151,417.901388
158.6800,1.187242,4.922734,0.562292,420.216125
158.7000,1.198526,4.925001,0.559719,431.239158
158.7200,1.198433,4.924305,0.558803,431.124668
158.7400,1.192446,4.927659,0.563888,425.409040
158.7600,1.192600,4.929489,0.543473,425.623780
158.7800,1.193777,4.927689,0.553152,426.703512
158.8000,1.191059,4.928873,0.542454,424.110638
158.8200,1.189922,4.926978,0.553853,422.944694
158.8400,1.201348,4.934549,0.552711,434.331534
158.8600,1.203400,4.936406,0.541887,436.414732
158.8800,1.201593,4.944273,0.527649,434.908340
158.9000,1.201242,4.940941,0.539354,434.448055
158.9200,1.201062,4.941198,0.533610,434.280725
158.9400,1.201221,4.940830,0.530054,434.424484
158.9600,1.194403,4.952365,0.531124,428.157642
158.9800,1.193933,4.953029,0.526010,427.724162
159.0000,1.188146,4.956385,0.532041,422.240490
159.0200,1.189877,4.955112,0.531656,423.865939
159.0400,1.200585,4.943374,0.530189,433.887389
159.0600,1.202392,4.947806,0.529344,435.814227
159.0800,1.199103,4.950444,0.528213,432.677420
159.1000,1.205261,4.956808,0.528374,438.950861
159.1200,1.209480,4.955625,0.523341,443.090309
159.1400,1.209590,4.955401,0.515930,443.192564
159.1600,1.205945,4.956035,0.528776,439.599422
159.1800,1.207595,4.952675,0.527358,441.117644
159.2000,1.218851,4.955385,0.525752,452.455519
159.2200,1.218362,4.952983,0.535602,451.879064
159.2400,1.219349,4.958079,0.533042,453.048721
159.2600,1.220605,4.957038,0.535693,454.279192
159.2800,1.220685,4.956911,0.541759,454.354362
159.3000,1.224097,4.956092,0.545806,457.779109
159.3200,1.227697,4.955916,0.545285,461.434389
159.3400,1.233242,4.962135,0.537943,467.324012
159.3600,1.234443,4.960052,0.540092,468.487566
159.3800,1.235343,4.960303,0.550031,469.421074
159.4000,1.234053,4.959059,0.540185,468.052231
159.4200,1.235562,4.956770,0.541708,469.527236
159.4400,1.238379,4.952984,0.540857,472.306256
159.4600,1.232061,4.948600,0.546817,465.646016
159.4800,1.228160,4.956911,0.534743,461.942391
159.5000,1.231975,4.963294,0.546172,466.061960
159.5200,1.238525,4.968690,0.536728,472.996722
159.5400,1.235463,4.969960,0.546400,469.877407
159.5600,1.231483,4.970361,0.546949,465.800057
159.5800,1.224950,4.970010,0.542166,459.122848
159.6000,1.221930,4.967950,0.541514,455.991548
159.6200,1.225494,4.970549,0.538777,459.694909
159.6400,1.225610,4.970762,0.539938,459.819695
159.6600,1.225580,4.970756,0.540338,459.789131
159.6800,1.231153,4.969401,0.539581,465.430264
159.7000,1.230557,4.967881,0.537504,464.767550
159.7200,1.231105,4.966003,0.540594,465.264388
159.7400,1.238089,4.957353,0.530437,472.158253
159.7600,1.235165,4.958138,0.542725,469.164883
159.7800,1.236154,4.955967,0.535868,470.110384
159.8000,1.241932,4.953384,0.546713,476.004437
159.8200,1.242022,4.953612,0.545938,476.106434
159.8400,1.245263,4.952947,0.545774,479.461950
159.8600,1.244214,4.952055,0.546364,478.335425
159.8800,1.243925,4.951983,0.544324,478.032160
159.9000,1.244303,4.950793,0.543660,478.386176
159.9200,1.242622,4.951518,0.543733,476.658773
159.9400,1.240368,4.951591,0.543686,474.319227
159.9600,1.237253,4.954393,0.543868,471.189804
159.9800,1.235250,4.951951,0.543743,469.039949
160.0000,1.223444,4.946825,0.533897,456.801193
160.0200,1.211297,4.948272,0.534232,444.644206
160.0400,1.211762,4.948349,0.534658,445.110512
160.0600,1.215786,4.947648,0.533247,449.109760
160.0800,1.213543,4.940633,0.538202,446.624257
160.1000,1.217539,4.932363,0.537832,450.346886
160.1200,1.208007,4.939537,0.538895,441.075619
160.1400,1.210799,4.940612,0.539692,443.886120
160.1600,1.211191,4.940416,0.540192,444.269271
160.1800,1.208952,4.937679,0.539304,441.949400
160.2000,1.210264,4.938897,0.538344,443.294802
160.2200,1.214163,4.936422,0.535654,447.100750
160.2400,1.217539,4.938462,0.537793,450.555146
160.2600,1.217133,4.938521,0.535783,450.148755
160.2800,1.207196,4.936421,0.537831,440.165420
160.3000,1.215348,4.940748,0.531673,448.435032
160.3200,1.215829,4.940008,0.539140,448.890615
160.3400,1.214754,4.939805,0.530761,447.807575
160.3600,1.209774,4.909630,0.535717,441.811348
160.3800,1.208271,4.910182,0.544222,440.336337
160.4000,1.208271,4.910182,0.532357,440.338078
160.4200,1.196429,4.912092,0.535347,428.755684
160.4400,1.197878,4.908683,0.539163,430.054095
160.4600,1.205674,4.904253,0.528846,437.566712
160.4800,1.204318,4.897238,0.517167,435.992014
160.5000,1.215135,4.902760,0.539264,446.927970
160.5200,1.221270,4.900784,0.540997,453.032166
160.5400,1.219488,4.900608,0.541558,451.228099
160.5600,1.242315,4.897583,0.534772,474.504805
160.5800,1.248116,4.895352,0.544358,480.486102
160.6000,1.237676,4.895424,0.523291,469.622484
160.6200,1.243345,4.899740,0.505629,475.654115
160.6400,1.243148,4.898690,0.524123,475.410435
160.6600,1.241973,4.901383,0.524306,474.278622
160.6800,1.240361,4.901719,0.521993,472.616534
160.7000,1.241164,4.902752,0.523348,473.484626
160.7200,1.241314,4.900260,0.519036,473.556766
160.7400,1.247252,4.894427,0.525508,479.552047
160.7600,1.241978,4.894963,0.520263,474.066895
160.7800,1.244493,4.898023,0.518670,476.791206
160.8000,1.243679,4.897987,0.522054,475.940411
160.8200,1.243775,4.896951,0.522067,476.005120
160.8400,1.249573,4.893794,0.520938,481.967020
160.8600,1.248527,4.892882,0.516180,480.837882
160.8800,1.243057,4.888927,0.522974,474.986043
160.9000,1.252298,4.875066,0.506864,484.205103
160.9200,1.251556,4.874592,0.506923,483.406726
160.9400,1.242644,4.878134,0.505037,474.194151
160.9600,1.241147,4.880670,0.492424,472.725212
160.9800,1.240792,4.880636,0.492653,472.354993
161.0000,1.238762,4.881148,0.491406,470.267966
161.0200,1.231383,4.878750,0.497737,462.584766
161.0400,1.230262,4.879225,0.499729,461.453499
161.0600,1.229502,4.878372,0.498297,460.647457
161.0800,1.229107,4.873158,0.487992,460.069872
161.1000,1.229285,4.873786,0.474165,460.274282
161.1200,1.230123,4.865732,0.501784,460.856255
161.1400,1.238469,4.876275,0.505666,469.798242
161.1600,1.230838,4.862730,0.508728,461.486222
161.1800,1.229019,4.867322,0.499303,459.781787
161.2000,1.228834,4.883517,0.500236,460.138451
161.2200,1.230218,4.885810,0.494721,461.631322
161.2400,1.224095,4.883842,0.489116,455.327356
161.2600,1.221334,4.885963,0.498975,452.602060
161.2800,1.214599,4.888001,0.503299,445.897247
161.3000,1.215685,4.888030,0.503695,446.985065
161.3200,1.218393,4.890922,0.505019,449.803265
161.3400,1.219306,4.890354,0.505938,450.703056
161.3600,1.219439,4.888734,0.506671,450.781990
161.3800,1.224613,4.892240,0.492034,456.136406
161.4000,1.228727,4.891157,0.495538,460.288151
161.4200,1.224277,4.894070,0.492909,455.856974
161.4400,1.216719,4.892532,0.498810,448.176090
161.4600,1.215727,4.893413,0.493751,447.211043
161.4800,1.217510,4.880973,0.495512,448.579929
161.5000,1.222988,4.877572,0.512470,453.989745
161.5200,1.221303,4.879200,0.509429,452.340726
161.5400,1.224765,4.880537,0.513305,455.892029
161.5600,1.224933,4.881027,0.506335,456.080222
161.5800,1.227286,4.881476,0.507300,458.489471
161.6000,1.217418,4.875239,0.485977,448.296074
161.6200,1.202058,4.883999,0.474880,433.324959
161.6400,1.206361,4.876972,0.468553,437.332540
161.6600,1.208971,4.876311,0.471806,439.896480
161.6800,1.212385,4.891192,0.472336,443.796514
161.7000,1.213770,4.887103,0.474710,445.040973
161.7200,1.213862,4.887553,0.475187,445.148350
161.7400,1.216821,4.887448,0.455396,448.112844
161.7600,1.200762,4.891941,0.480097,432.319797
161.7800,1.201786,4.893477,0.481587,433.377431
161.8000,1.216733,4.888603,0.469234,448.061129
161.8200,1.217928,4.888159,0.478348,449.246278
161.8400,1.214318,4.903376,0.479373,446.139712
161.8600,1.215085,4.900395,0.478046,446.806321
161.8800,1.216291,4.906399,0.482316,448.218269
161.9000,1.216334,4.906533,0.474174,448.267650
161.9200,1.220312,4.904404,0.479934,452.196704
161.9400,1.219437,4.904115,0.482837,451.303910
161.9600,1.222329,4.899014,0.477695,454.053293
161.9800,1.237043,4.900291,0.481078,469.138998
162.0000,1.237872,4.900654,0.484223,470.007649
162.0200,1.234961,4.893516,0.485959,466.761443
162.0400,1.235796,4.882798,0.487483,467.260098
162.0600,1.235779,4.882050,0.487429,467.216855
162.0800,1.237101,4.873331,0.473458,468.289565
162.1000,1.238796,4.873211,0.482943,470.037028
162.1200,1.236696,4.875624,0.481884,467.946704
162.1400,1.236741,4.875461,0.489006,467.987410
162.1600,1.233871,4.872136,0.488378,464.917726
162.1800,1.226726,4.882197,0.491470,457.945424
162.2000,1.221136,4.879092,0.496927,452.170067
162.2200,1.221829,4.879856,0.498095,452.896733
162.2400,1.238884,4.872215,0.498714,470.092401
162.2600,1.232542,4.878241,0.489588,463.758103
162.2800,1.232643,4.880599,0.489880,463.940992
162.3000,1.232006,4.878654,0.492965,463.221454
162.3200,1.229968,4.867116,0.489792,460.746106
162.3400,1.222297,4.871290,0.499410,453.080797
162.3600,1.223452,4.870399,0.499856,454.220665
162.3800,1.221608,4.872499,0.496469,452.425773
162.4000,1.221639,4.872556,0.488340,452.459436
162.4200,1.221635,4.872463,0.489979,452.452791
162.4400,1.222934,4.873867,0.485385,453.815201
162.4600,1.228527,4.869668,0.492130,459.359336
162.4800,1.228641,4.870889,0.489596,459.516664
162.5000,1.228369,4.871109,0.481774,459.248013
162.5200,1.229148,4.872275,0.481449,460.082859
162.5400,1.226878,4.875609,0.477117,457.880549
162.5600,1.228570,4.881413,0.456776,459.803918
162.5800,1.229906,4.877274,0.463681,461.028459
162.6000,1.238352,4.876127,0.480887,469.675683
162.6200,1.236180,4.871916,0.464512,467.292614
162.6400,1.232431,4.870474,0.479420,463.384069
162.6600,1.230529,4.872914,0.470114,461.517872
162.6800,1.221457,4.870954,0.478052,452.223798
162.7000,1.218451,4.879025,0.479099,449.463227
162.7200,1.215630,4.858878,0.476386,445.952298
162.7400,1.216453,4.852395,0.488203,446.558709
162.7600,1.212937,4.853428,0.489805,443.072886
162.7800,1.212538,4.853504,0.492559,442.677019
162.8000,1.213123,4.854952,0.487010,443.310066
162.8200,1.202331,4.856708,0.484869,432.673672
162.8400,1.213787,4.870877,0.479571,444.510768
162.8600,1.214310,4.863577,0.480797,444.788133
162.8800,1.218455,4.862775,0.479956,448.920443
162.9000,1.219174,4.862960,0.480182,449.650222
162.9200,1.212882,4.879677,0.463145,443.905606
162.9400,1.212903,4.879719,0.466577,443.927344
162.9600,1.211523,4.879669,0.468354,442.548192
162.9800,1.214362,4.884211,0.475425,445.535412
163.0000,1.214085,4.879940,0.475548,445.114628
163.0200,1.215597,4.885389,0.476454,446.811745
163.0400,1.216901,4.882357,0.479394,448.017161
163.0600,1.219775,4.880196,0.469691,450.838379
163.0800,1.213328,4.866031,0.464731,443.890597
163.1000,1.223916,4.877457,0.479898,454.932153
163.1200,1.224120,4.875714,0.482010,455.079389
163.1400,1.223900,4.875433,0.477802,454.847856
163.1600,1.224066,4.875186,0.479459,455.007743
163.1800,1.232199,4.874119,0.473133,463.269059
163.2000,1.231744,4.876609,0.467156,462.887397
163.2200,1.237368,4.876378,0.474956,468.668001
163.2400,1.240176,4.878114,0.475064,471.633420
163.2600,1.238123,4.878796,0.474888,469.529490
163.2800,1.239288,4.878449,0.474738,470.723602
163.3000,1.248104,4.875115,0.469807,479.801924
163.3200,1.247151,4.875244,0.469535,478.807027
163.3400,1.245206,4.870738,0.484779,476.618712
163.3600,1.239701,4.864920,0.480740,470.695808
163.3800,1.238060,4.874459,0.488648,469.315866
163.4000,1.261688,4.887539,0.484240,494.593546
163.4200,1.270927,4.887560,0.485824,504.521958
163.4400,1.271459,4.887036,0.486850,505.079650
163.4600,1.270468,4.887885,0.480048,504.037878
163.4800,1.273840,4.892194,0.478837,507.834521
163.5000,1.276121,4.890847,0.479229,510.268186
163.5200,1.269756,4.919588,0.484051,504.342394
163.5400,1.272161,4.920594,0.489145,506.976723
163.5600,1.272372,4.920972,0.482706,507.218301
163.5800,1.271072,4.913571,0.482307,505.559850
163.6000,1.268695,4.914914,0.482266,503.040097
163.6200,1.271306,4.926545,0.480968,506.254635
163.6400,1.271078,4.926717,0.481948,506.013753
163.6600,1.277922,4.927474,0.488705,513.472276
163.6800,1.282686,4.931730,0.491275,518.830917
163.7000,1.283282,4.930758,0.492038,519.452601
163.7200,1.287385,4.925923,0.493797,523.806404
163.7400,1.291885,4.933336,0.483163,529.045165
163.7600,1.291476,4.930767,0.485731,528.503763
163.7800,1.288034,4.934334,0.489383,524.811596
163.8000,1.283038,4.932034,0.484729,519.229058
163.8200,1.279603,4.934710,0.484405,515.556247
163.8400,1.278073,4.933870,0.484411,513.855825
163.8600,1.278126,4.933972,0.484419,513.916673
163.8800,1.278415,4.935679,0.483999,514.290497
163.9000,1.278476,4.941137,0.481072,514.544500
163.9200,1.278205,4.938452,0.482667,514.156711
163.9400,1.279945,4.937625,0.472249,516.030689
163.9600,1.280204,4.936914,0.471429,516.289899
163.9800,1.279747,4.938187,0.464432,515.835083
164.0000,1.279182,4.936975,0.461983,515.175964
164.0200,1.278521,4.944471,0.464923,514.709542
164.0400,1.278276,4.944410,0.464363,514.439959
164.0600,1.277951,4.943822,0.464252,514.065796
164.0800,1.286914,4.935901,0.467919,523.630450
164.1000,1.285548,4.934159,0.463339,522.065881
164.1200,1.275919,4.943332,0.473733,511.833529
164.1400,1.260663,4.919761,0.481789,494.592943
164.1600,1.253216,4.913189,0.472591,486.468590
164.1800,1.256514,4.909698,0.476597,489.838847
164.2000,1.257558,4.906521,0.479115,490.838855
164.2200,1.255833,4.906207,0.480820,488.998651
164.2400,1.256854,4.906873,0.479048,490.103607
164.2600,1.260803,4.921013,0.471703,494.786516
164.2800,1.259417,4.920433,0.467831,493.290048
164.3000,1.247364,4.923483,0.483606,480.662330
164.3200,1.246478,4.925671,0.480699,479.809382
164.3400,1.242052,4.920900,0.482220,475.029972
164.3600,1.240078,4.920795,0.482556,472.975892
164.3800,1.245546,4.917245,0.475876,478.549064
164.4000,1.245436,4.918070,0.478483,478.461648
164.4200,1.251779,4.912101,0.473200,484.915833
164.4400,1.240182,4.904474,0.475451,472.530730
164.4600,1.243854,4.900881,0.477984,476.227507
164.4800,1.241845,4.902934,0.476311,474.205307
164.5000,1.251247,4.907616,0.472974,484.202938
164.5200,1.267657,4.896794,0.488965,501.305755
164.5400,1.260666,4.898593,0.483591,493.877316
164.5600,1.260106,4.900270,0.483370,493.337004
164.5800,1.264419,4.900961,0.473693,497.971697
164.6000,1.254550,4.897822,0.488503,487.354113
164.6200,1.255495,4.893719,0.485479,488.215907
164.6400,1.252270,4.886459,0.476524,484.563791
164.6600,1.260942,4.882419,0.475764,493.626025
164.6800,1.262803,4.876778,0.476142,495.423160
164.7000,1.261008,4.874830,0.477648,493.440695
164.7200,1.256533,4.870757,0.478797,488.542239
164.7400,1.250632,4.875889,0.471787,482.482581
164.7600,1.245800,4.873710,0.472358,477.341851
164.7800,1.247520,4.872253,0.471166,479.092988
164.8000,1.239601,4.871076,0.468294,470.800484
164.8200,1.239391,4.871646,0.467146,470.602806
164.8400,1.251460,4.853967,0.468263,482.617824
164.8600,1.246867,4.851979,0.473858,477.727489
164.8800,1.244467,4.848269,0.482966,475.093047
164.9000,1.239526,4.850448,0.478567,470.028842
164.9200,1.249546,4.845157,0.470304,480.308759
164.9400,1.251739,4.862157,0.461537,483.187859
164.9600,1.250053,4.861244,0.475489,481.380644
164.9800,1.252807,4.859039,0.463157,484.209017
165.0000,1.248884,4.854746,0.464321,479.935341
165.0200,1.243809,4.856046,0.456924,474.671404
165.0400,1.240336,4.855610,0.461613,471.044761
165.0600,1.224746,4.863056,0.468357,455.290637
165.0800,1.223899,4.867111,0.470939,454.567813
165.1000,1.222955,4.864615,0.476411,453.525490
165.1200,1.218637,4.856392,0.468517,448.890731
165.1400,1.217402,4.856584,0.468100,447.655324
165.1600,1.212801,4.858313,0.478457,443.103431
165.1800,1.205246,4.857574,0.476374,435.576248
165.2000,1.204174,4.856479,0.478493,434.481706
165.2200,1.206036,4.859098,0.470190,436.409382
165.2400,1.203662,4.862634,0.469401,434.185371
165.2600,1.193167,4.871752,0.462833,424.229685
165.2800,1.188634,4.863018,0.467552,419.550948
165.3000,1.193368,4.866347,0.474221,424.240731
165.3200,1.193052,4.862586,0.469157,423.808544
165.3400,1.199070,4.859508,0.472034,429.569426
165.3600,1.205155,4.871287,0.466842,435.948880
165.3800,1.205204,4.872663,0.460126,436.044874
165.4000,1.202769,4.882583,0.469429,433.977391
165.4200,1.199744,4.880500,0.465239,430.937014
165.4400,1.197386,4.889601,0.462487,428.938508
165.4600,1.199511,4.894248,0.465437,431.173201
165.4800,1.198273,4.892733,0.458632,429.911502
165.5000,1.192898,4.897280,0.454946,424.832066
165.5200,1.191765,4.897904,0.454967,423.754485
165.5400,1.199954,4.914685,0.458621,432.302082
165.5600,1.200054,4.914465,0.471438,432.390435
165.5800,1.199582,4.914244,0.466001,431.921040
165.6000,1.195099,4.917151,0.459486,427.644080
165.6200,1.182699,4.905539,0.460408,415.291451
165.6400,1.181934,4.906203,0.469747,414.581875
165.6600,1.196221,4.895647,0.478628,428.003779
165.6800,1.200609,4.897206,0.479813,432.347642
165.7000,1.195275,4.897933,0.483744,427.159643
165.7200,1.205166,4.893786,0.471957,436.718909
165.7400,1.201696,4.880702,0.489790,432.855539
165.7600,1.200792,4.883535,0.488150,432.063661
165.7800,1.206764,4.881649,0.478882,437.887544
165.8000,1.199739,4.870915,0.484490,430.606187
165.8200,1.196399,4.858271,0.486889,426.916246
165.8400,1.198431,4.858478,0.493580,428.906933
165.8600,1.187188,4.863382,0.489081,418.167029
165.8800,1.186428,4.863522,0.483036,417.442022
165.9000,1.178547,4.860355,0.468770,409.809790
165.9200,1.180864,4.859627,0.468832,411.989596
165.9400,1.176072,4.856973,0.475924,407.348626
165.9600,1.175905,4.856960,0.483344,407.189447
165.9800,1.176062,4.856564,0.483348,407.325110
166.0000,1.180173,4.858356,0.491335,411.285139
166.0200,1.176348,4.853851,0.491005,407.503574
166.0400,1.186048,4.855092,0.475500,416.795613
166.0600,1.186372,4.855194,0.468673,417.111006
166.0800,1.181704,4.848086,0.469264,412.403311
166.1000,1.181657,4.850392,0.470410,412.435736
166.1200,1.182428,4.849728,0.465782,413.149523
166.1400,1.182878,4.849040,0.472509,413.555994
166.1600,1.184604,4.855503,0.488191,415.421662
166.1800,1.184558,4.855667,0.486156,415.384085
166.2000,1.195491,4.843261,0.484605,425.528916
166.2200,1.205105,4.838553,0.494721,434.797048
166.2400,1.204910,4.839590,0.495647,434.638808
166.2600,1.205090,4.836112,0.489175,434.701283
166.2800,1.204458,4.836181,0.488261,434.080855
166.3000,1.196508,4.833888,0.485704,426.206093
166.3200,1.197188,4.831693,0.490073,426.796285
166.3400,1.195427,4.826230,0.488471,424.896856
166.3600,1.197414,4.826100,0.486885,426.830005
166.3800,1.203901,4.832706,0.489701,433.414767
166.4000,1.197103,4.835308,0.497519,426.832419
166.4200,1.197737,4.835216,0.497308,427.448840
166.4400,1.187936,4.837411,0.480728,418.017919
166.4600,1.193134,4.839488,0.480039,423.112037
166.4800,1.194206,4.841482,0.488778,424.219169
166.5000,1.185748,4.841670,0.485994,416.055910
166.5200,1.192809,4.837870,0.488857,422.741812
166.5400,1.198840,4.836071,0.482422,428.557389
166.5600,1.204042,4.836844,0.490642,433.691972
166.5800,1.175814,4.811439,0.482640,405.582768
166.6000,1.183297,4.798602,0.491593,412.272536
166.6200,1.183257,4.798575,0.491052,412.233401
166.6400,1.183118,4.798635,0.499609,412.100690
166.6600,1.183784,4.796151,0.495243,412.656181
166.6800,1.181953,4.797405,0.496666,410.947494
166.7000,1.169914,4.782032,0.508032,399.049821
166.7200,1.176068,4.785788,0.489309,404.971875
166.7400,1.176531,4.780348,0.489753,405.230452
166.7600,1.185042,4.786035,0.495765,413.527145
166.7800,1.184210,4.782879,0.490722,412.625700
166.8000,1.183997,4.783399,0.483301,412.440363
166.8200,1.183985,4.786916,0.481004,412.545317
166.8400,1.166849,4.784039,0.501966,396.250586
166.8600,1.164821,4.780142,0.502958,394.232118
166.8800,1.164233,4.780608,0.493935,393.702131
166.9000,1.164235,4.780605,0.494059,393.704132
166.9200,1.188218,4.788456,0.493422,416.659721
166.9400,1.189525,4.789688,0.498830,417.959878
166.9600,1.189689,4.789954,0.499598,418.127178
166.9800,1.191680,4.799807,0.497308,420.379137
167.0000,1.196432,4.800495,0.492752,425.020147
